Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
nissan-navara-d40-05-14-black-truck-bed-rail-cross-bars,Nissan Navara D40 05-14 Black Truck Bed Rail Cross Bars,"Our cross bars are designed to fix straight to your truck bed rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install fitting kit no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of maximising your cargo capacity for larger items




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Nissan Navara D40 05-14 Black Truck Bed Rail Cross Bars,YHRR057-2,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/02/50-50-2.jpg
fiat-fullback-black-truck-bed-rail-cross-bars,Fiat Fullback Black Truck Bed Rail Cross Bars,"Our cross bars are designed to fix straight to your truck bed rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install fitting kit no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of maximising your cargo capacity for larger items




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Fiat Fullback Black Truck Bed Rail Cross Bars,YHRR057-3,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/02/50-50-2.jpg
volkswagen-vw-transporter-t5-t6-2003-black-3-bar-van-roof-rack,Volkswagen VW Transporter T5 T6 2003+ Black 3 Bar Van Roof Rack,"Our van roof racks are designed to accommodate larger cargo, making transporting equipment and materials around as easy as possible. Predator4x4 roof racks also add a great aesthetic touch to your vehicle whilst improving practicality.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install onto the OEM mounting points - no drilling required




 	

 	Slim design offering minimal wind resistance




 	

 	Ideal for carrying larger or wider loads




 	

 	Supplied with 2 x pairs of adjustable load stops",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Volkswagen VW Transporter T5 T6 2003+ Black 3 Bar Van Roof Rack,YHRR058-5,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-5.jpg
volkswagen-caddy-2003-black-3-bar-van-roof-rack,Volkswagen Caddy 2003+ Black 3 Bar Van Roof Rack,"Our van roof racks are designed to accommodate larger cargo, making transporting equipment and materials around as easy as possible. Predator4x4 roof racks also add a great aesthetic touch to your vehicle whilst improving practicality.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install onto the OEM mounting points - no drilling required




 	

 	Slim design offering minimal wind resistance




 	

 	Ideal for carrying larger or wider loads




 	

 	Supplied with 2 x pairs of adjustable load stops",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Volkswagen Caddy 2003+ Black 3 Bar Van Roof Rack,YHRR058-4,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-5.jpg
vaxuhall-vivaro-x82-2014-black-3-bar-van-roof-rack,Vaxuhall Vivaro X82 2014+ Black 3 Bar Van Roof Rack,"Our van roof racks are designed to accommodate larger cargo, making transporting equipment and materials around as easy as possible. Predator4x4 roof racks also add a great aesthetic touch to your vehicle whilst improving practicality.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install onto the OEM mounting points - no drilling required




 	

 	Slim design offering minimal wind resistance




 	

 	Ideal for carrying larger or wider loads




 	

 	Supplied with 2 x pairs of adjustable load stops",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Vaxuhall Vivaro X82 2014+ Black 3 Bar Van Roof Rack,YHRR058-3,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-5.jpg
renault-trafic-x82-2014-black-3-bar-van-roof-rack,Renault Trafic X82 2014+ Black 3 Bar Van Roof Rack,"Our van roof racks are designed to accommodate larger cargo, making transporting equipment and materials around as easy as possible. Predator4x4 roof racks also add a great aesthetic touch to your vehicle whilst improving practicality.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install onto the OEM mounting points - no drilling required




 	

 	Slim design offering minimal wind resistance




 	

 	Ideal for carrying larger or wider loads




 	

 	Supplied with 2 x pairs of adjustable load stops",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Renault Trafic X82 2014+ Black 3 Bar Van Roof Rack,YHRR058-2,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-5.jpg
ford-transit-tourneo-custom-2012-black-3-bar-van-roof-rack,Ford Transit Tourneo Custom 2012+ Black 3 Bar Van Roof Rack,"Our van roof racks are designed to accommodate larger cargo, making transporting equipment and materials around as easy as possible. Predator4x4 roof racks also add a great aesthetic touch to your vehicle whilst improving practicality.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install onto the OEM mounting points - no drilling required




 	

 	Slim design offering minimal wind resistance




 	

 	Ideal for carrying larger or wider loads




 	

 	Supplied with 2 x pairs of adjustable load stops",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Ford Transit Tourneo Custom 2012+ Black 3 Bar Van Roof Rack,YHRR058-1,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-5.jpg
volkswagen-touareg-cr-mk3-19-22-aluminium-side-steps,Volkswagen Touareg CR MK3 19-22 Aluminium Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.







 



 Aluminium construction finished with raised drainage strips











 



 Protects the side of your vehicle











 



 Stylish and practical addition to your Touareg











 



 Designed to be a bolt on kit











 



 We recommend this kit to be fitted by a certified garage",,Side Steps,Side Steps,TRUE,Title,Volkswagen Touareg CR MK3 19-22 Aluminium Side Steps,LRSS079-1,0,shopify,0,deny,manual,169.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/LRSS079-ebay-copy.jpg
predator4x4-black-roof-rails-cross-bars-kit-to-fit-range-rover-sport-l320-05-13,Predator4x4 Black Roof Rails / Cross Bars Kit To Fit Range Rover Sport L320 05-13,"Our roof rails are designed to fix straight to your OEM mounting points making fitment easy. Predator4x4 roof rails also add a great aesthetic touch to your vehicle.

&nbsp;

&nbsp;

 	

 	Manufactured from high quality, lightweight aluminium



&nbsp;

 	

 	Designed to be a direct fit for ease of install



&nbsp;

 	

 	Supplied as roof rails with matching roof bars for a complete kit



&nbsp;

 	

 	Supplied with fitting kit as pictured



&nbsp;

 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts



&nbsp;",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Predator4x4 Black Roof Rails / Cross Bars Kit To Fit Range Rover Sport L320 05-13,LRRR007-1,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRRR007-fitted-1.jpg
predator4x4-side-steps-to-fit-land-rover-range-rover-velar-l560-2017,Predator4x4 Side Steps To Fit Land Rover Range Rover Velar L560 2017+,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Aluminium construction finished with long drainage strips



&nbsp;

 	

 	Protects the side of your vehicle



&nbsp;

 	

 	This kit is designed to be a bolt on kit



&nbsp;

 	

 	Stylish and practical addition to your Velar



&nbsp;

 	

 	We recommend this kit to be fitted by a certified garage



&nbsp;

 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Predator4x4 Side Steps To Fit Land Rover Range Rover Velar L560 2017+,LRSS048-1,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS048-50-50-NEW.jpg
black-universal-3-bar-van-roof-rack,Black Universal 3 Bar Van Roof Rack,"Our van roof racks are designed to accommodate larger cargo, making transporting equipment and materials around as easy as possible. Predator4x4 roof racks also add a great aesthetic touch to your vehicle whilst improving practicality.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install onto the OEM mounting points - no drilling required




 	

 	Slim design offering minimal wind resistance




 	

 	Ideal for carrying larger or wider loads




 	

 	Supplied with 2 x pairs of adjustable load stops",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Black Universal 3 Bar Van Roof Rack,YHRR058,0,shopify,0,deny,manual,149.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/09/50-50-5.jpg
black-universal-truck-bed-rail-cross-bars,Black Universal Truck Bed Rail Cross Bars,"Our cross bars are designed to fix straight to your truck bed rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install fitting kit no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of maximising your cargo capacity for larger items




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Black Universal Truck Bed Rail Cross Bars,YHRR057,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2024/02/50-50-2.jpg
toyota-hilux-revo-2015-black-cross-bars,Toyota Hilux Revo 2015+ Black Cross Bars,"Our cross bars are designed to fix straight to your OEM roof rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install - no drilling required




 	

 	Supplied in a stylish black finish




 	

 	Great way of allowing use of a roof box / basket




 	

 	Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Toyota Hilux Revo 2015+ Black Cross Bars,YHRR056,0,shopify,0,deny,manual,94.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/08/50-50-113.jpg
isuzu-d-max-2012-2020-black-cross-bars,Isuzu D Max 2012-2020 Black Cross Bars,"Our cross bars are designed to fix straight to your OEM roof rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 Manufactured from high quality, lightweight aluminium
 Easy to install - no drilling required
 Supplied in a stylish black finish
 Great way of allowing use of a roof box / basket
 Fits straight onto OEM mounting points",,Truck Bed > Cross Bars,"Truck Bed, Cross Bars",TRUE,Title,Isuzu D Max 2012-2020 Black Cross Bars,YHRR055,0,shopify,0,deny,manual,59.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/YHRR055-01.jpg
ford-ranger-t9-2023-black-truck-bed-mat-liner,Ford Ranger T9 2023+ Black Truck Bed Mat Liner,"Predator4x4 pick-up truck bed mats are the ultimate solution for protecting your truck's bed while adding style and durability to your vehicle. Our Predator4x4 truck bed mats act as a reliable barrier against everyday wear and tear.

 	

 	Crafted from the highest-quality TPV for durability




 	

 	Engineered to withstand the harshest of conditions




 	

 	Our bed mats are built to last as well as easy to remove and clean




 	

 	Textured surface of a bed mat creates an ideal non slip surface for transportation




 	

 	Our truck bed mat provides a protective layer between your cargo and the truck bed, shielding it from scratches, dents, and rust",,Truck Bed > Truck Bed Liners,"Truck Bed, Truck Bed Liners",TRUE,Title,Ford Ranger T9 2023+ Black Truck Bed Mat Liner,AZBL001,0,shopify,0,deny,manual,104.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/AZBL001-01-unbranded.jpg
nissan-navara-d23-np300-14-21-black-bull-bar,Nissan Navara D23 NP300 14-21 Black Bull Bar,"Predator4x4 Bull Bars epitomise durability and strength, engineered to withstand the most challenging off-road conditions while also lending your car a distinctly bold and aggressive appearance.

 	

 	Manufactured from heavy-duty materials for long-lasting strength and durability




 	

 	Securely bolts to OEM mounts to maximise structural integrity




 	

 	Powder-coated black for maximum rust prevention




 	

 	Includes fitting hardware as shown",,Styling > Bull Bars,"Styling, Bull Bars",TRUE,Title,Nissan Navara D23 NP300 14-21 Black Bull Bar,SNBB005,0,shopify,0,deny,manual,169.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/08/50-50-2-12.jpg
predator4x4-exhaust-decat-pipes-to-fit-range-rover-sport-svr-5-0-v8-l494-15-22,Predator4x4 Exhaust Decat Pipes To Fit Range Rover Sport SVR 5.0 V8 L494 15-22,"Predator4x4 decats replace the stock catalytic converter with a free flowing pipe, designed to increase power and torque, as well as improving throttle response.

 	

 	Manufactured from highest quality T304 grade stainless steel




 	

 	Direct replacement for the original catalytic converters




 	

 	Mandrel bent and fully TIG welded for strength and durability




 	

 	Free flowing decat to get the most from the 5.0 V8 engine




 	

 	Sold for off road and track use only




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Exhausts > Downpipes,"Exhausts, Downpipes",TRUE,Title,Predator4x4 Exhaust Decat Pipes To Fit Range Rover Sport SVR 5.0 V8 L494 15-22,EXDC136,0,shopify,0,deny,manual,439.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/08/50-50-124.jpg
predator4x4-exhaust-decat-pipes-to-fit-land-rover-defender-5-0-v8-l663-2020,Predator4x4 Exhaust Decat Pipes To Fit Land Rover Defender 5.0 V8 L663 2020+,"Predator4x4 decats replace the stock catalytic converter with a free flowing pipe, designed to increase power and torque, as well as improving throttle response.

 	

 	Manufactured from highest quality T304 grade stainless steel




 	

 	Direct replacement for the original catalytic converters




 	

 	Mandrel bent and fully TIG welded for strength and durability




 	

 	Free flowing decat to get the most from the 5.0 V8 engine




 	

 	Sold for off road and track use only




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Exhausts > Downpipes,"Exhausts, Downpipes",TRUE,Title,Predator4x4 Exhaust Decat Pipes To Fit Land Rover Defender 5.0 V8 L663 2020+,EXDC136-1,0,shopify,0,deny,manual,439.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/08/50-50-126.jpg
